"","threshold","prevalence","ntaxa","fraction","false_negatives","false_positives","pos_to_neg_ratio"
"144",70,0.4,124,0.812931779769526,13.957806573957,3.32253476611884,0.238041324653269
"145",70,0.5,83,0.645959184868289,16.2630372945638,1.95559418457649,0.120247783311065
"146",70,0.6,53,0.549134367848342,18.1969026548673,1.1042193426043,0.0606817194963092
"147",70,0.7,33,0.471291515843626,19.7179203539823,0.527417825537295,0.0267481466639952
"148",70,0.8,12,0.304489007055787,21.6577117572693,0.18173198482933,0.00839109813936519
"149",70,0.9,4,0.192666981934657,22.5406921618205,0.112594816687737,0.00499518008938743
"150",70,1,0,0,22.9278603034134,0,0
"151",75,0.1,563,0.975470677703555,2.75363463969659,25.2034608091024,9.15279770444763
"152",75,0.2,326,0.934045085850373,7.0816213653603,12.5493836915297,1.7721059972106
"153",75,0.3,187,0.88084714110162,11.3424462705436,5.9102402022756,0.521072796934866
"154",75,0.4,124,0.812931779769526,13.957806573957,3.32253476611884,0.238041324653269
"155",75,0.5,83,0.645959184868289,16.2630372945638,1.95559418457649,0.120247783311065
"156",75,0.6,53,0.549134367848342,18.1969026548673,1.1042193426043,0.0606817194963092
"157",75,0.7,33,0.471291515843626,19.7179203539823,0.527417825537295,0.0267481466639952
"158",75,0.8,12,0.304489007055787,21.6577117572693,0.18173198482933,0.00839109813936519
"159",75,0.9,4,0.192666981934657,22.5406921618205,0.112594816687737,0.00499518008938743
"160",75,1,0,0,22.9278603034134,0,0
"161",80,0.1,563,0.975470677703555,2.75363463969659,25.2034608091024,9.15279770444763
"162",80,0.2,322,0.933709322098231,7.20804361567636,12.3123419721871,1.70813921622362
"163",80,0.3,187,0.88084714110162,11.3424462705436,5.9102402022756,0.521072796934866
"164",80,0.4,124,0.812931779769526,13.957806573957,3.32253476611884,0.238041324653269
"165",80,0.5,83,0.645959184868289,16.2630372945638,1.95559418457649,0.120247783311065
"166",80,0.6,53,0.549134367848342,18.1969026548673,1.1042193426043,0.0606817194963092
