"","carb","mean_chickpea","mean_green_banana","mean_lentil","mean_MDCF2_human","mean_milk_powder","mean_peanut","mean_rice","mean_RUSF_human","mean_soybean","SD_chickpea","SD_green_banana","SD_lentil","SD_MDCF2_human","SD_milk_powder","SD_peanut","SD_rice","SD_RUSF_human","SD_soybean","log2MDCF2_RUSF","p","p.adj","p.format","p.signif","method"
"1","Arabinan",0.626126386101464,0.622227681118122,1.004374947928,0.844182920721823,0.122689548979155,0.282381611476868,0.677427473296529,0.641382981064172,1.95013618108989,0.166953251931112,0.31254950086406,0.104668344056829,0.13439316223309,0.0683477707805927,0.159728240493739,0.261013040766023,0.0362286756480362,0.533262109295116,0.396369568641042,0.111930729786551,0.11,"0.11193","ns","T-test"
"2","Cellulose",2.33924391005217,14.9221268750927,1.34004542191012,4.21269417977601,0.427218376620125,1.1680163509425,5.48416629823811,7.87556616806178,8.1111121363649,0.555647441366002,0.755737151665246,0.133506687172047,0.425066124786655,0.231117288694375,0.387848526652179,0.35920787218259,0.981885334916157,2.50357927303684,-0.902640454042814,0.0125124673220816,0.022,"0.01251","*","T-test"
"3","Galactan",0.776876552935304,3.72276503639862,2.36275834528528,1.66611390289937,0.0995154258117196,0.346004579631969,1.18505446443222,0.67966535836771,2.27227509861473,0.331844778074989,0.746469470299235,1.84705637314401,0.114740429698834,0.143664132103941,0.334289639495233,0.300847368945783,0.0757449325121552,0.043130248095525,1.29359053550617,0.000537745821361656,0.0032,"0.00054","***","T-test"
"4","Mannan",0.0289635534648459,0.300055607716832,0.0202168108753193,0.432920721279866,0.00144601665638246,0.00647099669383131,0.0548720321143281,0.0653315954464009,0.154385892674677,0.0276005765602273,0.101679672547435,0.0251915242984023,0.0832757331304046,0,0.00469172056639796,0.00578407251586566,0.0144303932256969,0.0874116800325825,2.72825007825993,0.0145558011531673,0.022,"0.01456","*","T-test"
"5","Starch",341.888523903813,344.297418457011,293.160330988321,216.198392858051,9.09827246989791,227.661169400376,492.073991789556,345.352810544877,36.1953953854319,40.4828902320529,9.02324737882789,34.7142587224258,5.80308910632917,2.26251329170883,32.2262632308096,3.27297188066381,30.020415181692,32.6731346050456,-0.675715165985026,0.014870733036557,0.022,"0.01487","*","T-test"
"6","Xylan",0.298979267924993,0.388571665375806,0.409317862573939,0.549849810276819,0.129033245011099,0.191346080221905,0.19139625003062,0.346549095832912,1.18271248824652,0.0910998495187991,0.0423807954514281,0.17644338619095,0.13909740199684,0.0677768794869543,0.0839086152392504,0.141306160054042,0.0565993298020613,0.0215740726789754,0.665977850519972,0.112466233728377,0.11,"0.11247","ns","T-test"
